Time (MS),Core Type,Frequency
18000,small 1,930000
18000,small 2,930000
18000,small 3,930000
18000,small 4,0
18000,medium1,799000
18000,medium2,0
18000,large1,851000
18000,large2,0
18100,small 1,738000
18100,small 2,738000
18100,small 3,738000
18100,small 4,0
18100,medium1,1197000
18100,medium2,0
18100,large1,500000
18100,large2,500000
18200,small 1,930000
18200,small 2,930000
18200,small 3,0
18200,small 4,0
18200,medium1,799000
18200,medium2,0
18200,large1,1582000
18200,large2,0
18300,small 1,930000
18300,small 2,930000
18300,small 3,0
18300,small 4,0
18300,medium1,1663000
18300,medium2,0
18300,large1,500000
18300,large2,0
18400,small 1,930000
18400,small 2,930000
18400,small 3,0
18400,small 4,0
18400,medium1,799000
18400,medium2,0
18400,large1,1582000
18400,large2,0
18500,small 1,930000
18500,small 2,930000
18500,small 3,0
18500,small 4,0
18500,medium1,1663000
18500,medium2,0
18500,large1,500000
18500,large2,0
18600,small 1,1328000
18600,small 2,1328000
18600,small 3,1328000
18600,small 4,0
18600,medium1,2130000
18600,medium2,0
18600,large1,1106000
18600,large2,0
18700,small 1,1803000
18700,small 2,1803000
18700,small 3,1803000
18700,small 4,0
18700,medium1,553000
18700,medium2,0
18700,large1,2401000
18700,large2,0
18800,small 1,1803000
18800,small 2,1803000
18800,small 3,1803000
18800,small 4,0
18800,medium1,553000
18800,medium2,0
18800,large1,2401000
18800,large2,0
18900,small 1,930000
18900,small 2,930000
18900,small 3,930000
18900,small 4,0
18900,medium1,799000
18900,medium2,0
18900,large1,851000
18900,large2,0
19000,small 1,930000
19000,small 2,930000
19000,small 3,930000
19000,small 4,0
19000,medium1,799000
19000,medium2,0
19000,large1,851000
19000,large2,0
19100,small 1,738000
19100,small 2,738000
19100,small 3,738000
19100,small 4,0
19100,medium1,910000
19100,medium2,910000
19100,large1,1106000
19100,large2,0
19200,small 1,930000
19200,small 2,930000
19200,small 3,0
19200,small 4,0
19200,medium1,799000
19200,medium2,0
19200,large1,1582000
19200,large2,0
19300,small 1,930000
19300,small 2,930000
19300,small 3,0
19300,small 4,0
19300,medium1,799000
19300,medium2,0
19300,large1,1582000
19300,large2,0
19400,small 1,930000
19400,small 2,930000
19400,small 3,0
19400,small 4,0
19400,medium1,799000
19400,medium2,0
19400,large1,1582000
19400,large2,0
19500,small 1,930000
19500,small 2,930000
19500,small 3,0
19500,small 4,0
19500,medium1,799000
19500,medium2,0
19500,large1,1582000
19500,large2,0
19600,small 1,300000
19600,small 2,300000
19600,small 3,300000
19600,small 4,0
19600,medium1,1836000
19600,medium2,0
19600,large1,500000
19600,large2,0
19700,small 1,1328000
19700,small 2,1328000
19700,small 3,1328000
19700,small 4,0
19700,medium1,2130000
19700,medium2,0
19700,large1,1106000
19700,large2,0
19800,small 1,1803000
19800,small 2,1803000
19800,small 3,1803000
19800,small 4,0
19800,medium1,553000
19800,medium2,0
19800,large1,2401000
19800,large2,0
19900,small 1,1598000
19900,small 2,0
19900,small 3,0
19900,small 4,0
19900,medium1,1663000
19900,medium2,1663000
19900,large1,2507000
19900,large2,0
20000,small 1,930000
20000,small 2,930000
20000,small 3,930000
20000,small 4,0
20000,medium1,799000
20000,medium2,0
20000,large1,851000
20000,large2,0
20100,small 1,930000
20100,small 2,930000
20100,small 3,930000
20100,small 4,0
20100,medium1,799000
20100,medium2,0
20100,large1,851000
20100,large2,0
20200,small 1,738000
20200,small 2,738000
20200,small 3,738000
20200,small 4,0
20200,medium1,1197000
20200,medium2,0
20200,large1,500000
20200,large2,500000
20300,small 1,930000
20300,small 2,930000
20300,small 3,0
20300,small 4,0
20300,medium1,799000
20300,medium2,0
20300,large1,1582000
20300,large2,0
20400,small 1,930000
20400,small 2,930000
20400,small 3,0
20400,small 4,0
20400,medium1,1663000
20400,medium2,0
20400,large1,500000
20400,large2,0
20500,small 1,930000
20500,small 2,930000
20500,small 3,0
20500,small 4,0
20500,medium1,799000
20500,medium2,0
20500,large1,1582000
20500,large2,0
20600,small 1,930000
20600,small 2,930000
20600,small 3,0
20600,small 4,0
20600,medium1,1663000
20600,medium2,0
20600,large1,500000
20600,large2,0
20700,small 1,300000
20700,small 2,300000
20700,small 3,300000
20700,small 4,0
20700,medium1,1836000
20700,medium2,0
20700,large1,500000
20700,large2,0
20800,small 1,1328000
20800,small 2,1328000
20800,small 3,1328000
20800,small 4,0
20800,medium1,2130000
20800,medium2,0
20800,large1,1106000
20800,large2,0
20900,small 1,1328000
20900,small 2,1328000
20900,small 3,1328000
20900,small 4,0
20900,medium1,2130000
20900,medium2,0
20900,large1,1106000
20900,large2,0
21000,small 1,1803000
21000,small 2,1803000
21000,small 3,1803000
21000,small 4,0
21000,medium1,553000
21000,medium2,0
21000,large1,2401000
21000,large2,0
21100,small 1,1803000
21100,small 2,1803000
21100,small 3,0
21100,small 4,0
21100,medium1,1663000
21100,medium2,1663000
21100,large1,2704000
21100,large2,0
21200,small 1,1803000
21200,small 2,1803000
21200,small 3,0
21200,small 4,0
21200,medium1,1663000
21200,medium2,1663000
21200,large1,2704000
21200,large2,0
21300,small 1,1803000
21300,small 2,1803000
21300,small 3,0
21300,small 4,0
21300,medium1,1663000
21300,medium2,1663000
21300,large1,2704000
21300,large2,0
21400,small 1,1803000
21400,small 2,1803000
21400,small 3,0
21400,small 4,0
21400,medium1,1663000
21400,medium2,1663000
21400,large1,2704000
21400,large2,0
21500,small 1,1803000
21500,small 2,1803000
21500,small 3,0
21500,small 4,0
21500,medium1,1663000
21500,medium2,1663000
21500,large1,2704000
21500,large2,0
21600,small 1,1803000
21600,small 2,1803000
21600,small 3,0
21600,small 4,0
21600,medium1,1663000
21600,medium2,1663000
21600,large1,2704000
21600,large2,0
21700,small 1,1803000
21700,small 2,1803000
21700,small 3,0
21700,small 4,0
21700,medium1,1663000
21700,medium2,1663000
21700,large1,2704000
21700,large2,0
21800,small 1,1803000
21800,small 2,1803000
21800,small 3,0
21800,small 4,0
21800,medium1,1663000
21800,medium2,1663000
21800,large1,2704000
21800,large2,0
21900,small 1,1803000
21900,small 2,1803000
21900,small 3,0
21900,small 4,0
21900,medium1,1663000
21900,medium2,1663000
21900,large1,2704000
21900,large2,0
22000,small 1,1803000
22000,small 2,1803000
22000,small 3,0
22000,small 4,0
22000,medium1,1663000
22000,medium2,1663000
22000,large1,2704000
22000,large2,0
22100,small 1,1803000
22100,small 2,1803000
22100,small 3,0
22100,small 4,0
22100,medium1,1663000
22100,medium2,1663000
22100,large1,2704000
22100,large2,0
22200,small 1,1803000
22200,small 2,1803000
22200,small 3,0
22200,small 4,0
22200,medium1,1663000
22200,medium2,1663000
22200,large1,2704000
22200,large2,0
22300,small 1,1803000
22300,small 2,1803000
22300,small 3,0
22300,small 4,0
22300,medium1,1663000
22300,medium2,1663000
22300,large1,2704000
22300,large2,0
22400,small 1,1803000
22400,small 2,1803000
22400,small 3,0
22400,small 4,0
22400,medium1,1663000
22400,medium2,1663000
22400,large1,2704000
22400,large2,0
22500,small 1,1803000
22500,small 2,1803000
22500,small 3,1803000
22500,small 4,0
22500,medium1,553000
22500,medium2,0
22500,large1,2401000
22500,large2,0
22600,small 1,1803000
22600,small 2,1803000
22600,small 3,1803000
22600,small 4,0
22600,medium1,553000
22600,medium2,0
22600,large1,2401000
22600,large2,0
22700,small 1,1598000
22700,small 2,0
22700,small 3,0
22700,small 4,0
22700,medium1,1663000
22700,medium2,1663000
22700,large1,2507000
22700,large2,0
22800,small 1,1803000
22800,small 2,1803000
22800,small 3,0
22800,small 4,0
22800,medium1,1663000
22800,medium2,1663000
22800,large1,2704000
22800,large2,0
22900,small 1,1803000
22900,small 2,1803000
22900,small 3,0
22900,small 4,0
22900,medium1,1663000
22900,medium2,1663000
22900,large1,2704000
22900,large2,0
23000,small 1,930000
23000,small 2,930000
23000,small 3,930000
23000,small 4,0
23000,medium1,799000
23000,medium2,0
23000,large1,851000
23000,large2,0
23100,small 1,930000
23100,small 2,930000
23100,small 3,930000
23100,small 4,0
23100,medium1,799000
23100,medium2,0
23100,large1,851000
23100,large2,0
23200,small 1,930000
23200,small 2,930000
23200,small 3,930000
23200,small 4,0
23200,medium1,799000
23200,medium2,0
23200,large1,851000
23200,large2,0
23300,small 1,738000
23300,small 2,738000
23300,small 3,0
23300,small 4,0
23300,medium1,910000
23300,medium2,910000
23300,large1,500000
23300,large2,0
23400,small 1,738000
23400,small 2,738000
23400,small 3,738000
23400,small 4,0
23400,medium1,910000
23400,medium2,910000
23400,large1,1106000
23400,large2,0
23500,small 1,930000
23500,small 2,930000
23500,small 3,0
23500,small 4,0
23500,medium1,799000
23500,medium2,0
23500,large1,1582000
23500,large2,0
23600,small 1,930000
23600,small 2,930000
23600,small 3,0
23600,small 4,0
23600,medium1,1663000
23600,medium2,0
23600,large1,500000
23600,large2,0
23700,small 1,930000
23700,small 2,930000
23700,small 3,0
23700,small 4,0
23700,medium1,799000
23700,medium2,0
23700,large1,1582000
23700,large2,0
23800,small 1,930000
23800,small 2,930000
23800,small 3,0
23800,small 4,0
23800,medium1,1663000
23800,medium2,0
23800,large1,500000
23800,large2,0
23900,small 1,300000
23900,small 2,300000
23900,small 3,300000
23900,small 4,0
23900,medium1,1836000
23900,medium2,0
23900,large1,500000
23900,large2,0
24000,small 1,1328000
24000,small 2,1328000
24000,small 3,1328000
24000,small 4,0
24000,medium1,2130000
24000,medium2,0
24000,large1,1106000
24000,large2,0
24100,small 1,1328000
24100,small 2,1328000
24100,small 3,1328000
24100,small 4,0
24100,medium1,2130000
24100,medium2,0
24100,large1,1106000
24100,large2,0
24200,small 1,1803000
24200,small 2,1803000
24200,small 3,1803000
24200,small 4,0
24200,medium1,553000
24200,medium2,0
24200,large1,2401000
24200,large2,0
24300,small 1,1598000
24300,small 2,0
24300,small 3,0
24300,small 4,0
24300,medium1,1663000
24300,medium2,1663000
24300,large1,2507000
24300,large2,0
24400,small 1,930000
24400,small 2,930000
24400,small 3,930000
24400,small 4,0
24400,medium1,799000
24400,medium2,0
24400,large1,851000
24400,large2,0
24500,small 1,930000
24500,small 2,930000
24500,small 3,930000
24500,small 4,0
24500,medium1,799000
24500,medium2,0
24500,large1,851000
24500,large2,0
24600,small 1,738000
24600,small 2,738000
24600,small 3,738000
24600,small 4,0
24600,medium1,910000
24600,medium2,910000
24600,large1,1106000
24600,large2,0
24700,small 1,930000
24700,small 2,930000
24700,small 3,0
24700,small 4,0
24700,medium1,799000
24700,medium2,0
24700,large1,1582000
24700,large2,0
24800,small 1,930000
24800,small 2,930000
24800,small 3,0
24800,small 4,0
24800,medium1,799000
24800,medium2,0
24800,large1,1582000
24800,large2,0
24900,small 1,930000
24900,small 2,930000
24900,small 3,0
24900,small 4,0
24900,medium1,799000
24900,medium2,0
24900,large1,1582000
24900,large2,0
25000,small 1,930000
25000,small 2,930000
25000,small 3,0
25000,small 4,0
25000,medium1,799000
25000,medium2,0
25000,large1,1582000
25000,large2,0
25100,small 1,300000
25100,small 2,300000
25100,small 3,300000
25100,small 4,0
25100,medium1,1836000
25100,medium2,0
25100,large1,500000
25100,large2,0
25200,small 1,1328000
25200,small 2,1328000
25200,small 3,1328000
25200,small 4,0
25200,medium1,2130000
25200,medium2,0
25200,large1,1106000
25200,large2,0
25300,small 1,1328000
25300,small 2,1328000
25300,small 3,1328000
25300,small 4,0
25300,medium1,2130000
25300,medium2,0
25300,large1,1106000
25300,large2,0
25400,small 1,1803000
25400,small 2,1803000
25400,small 3,1803000
25400,small 4,0
25400,medium1,553000
25400,medium2,0
25400,large1,2401000
25400,large2,0
25500,small 1,1803000
25500,small 2,1803000
25500,small 3,1803000
25500,small 4,0
25500,medium1,553000
25500,medium2,0
25500,large1,2401000
25500,large2,0
25600,small 1,1598000
25600,small 2,0
25600,small 3,0
25600,small 4,0
25600,medium1,1663000
25600,medium2,1663000
25600,large1,2507000
25600,large2,0
25700,small 1,1803000
25700,small 2,1803000
25700,small 3,0
25700,small 4,0
25700,medium1,1663000
25700,medium2,1663000
25700,large1,2704000
25700,large2,0
25800,small 1,1803000
25800,small 2,1803000
25800,small 3,0
25800,small 4,0
25800,medium1,1663000
25800,medium2,1663000
25800,large1,2704000
25800,large2,0
25900,small 1,1803000
25900,small 2,1803000
25900,small 3,0
25900,small 4,0
25900,medium1,1663000
25900,medium2,1663000
25900,large1,2704000
25900,large2,0
26000,small 1,1803000
26000,small 2,1803000
26000,small 3,0
26000,small 4,0
26000,medium1,1663000
26000,medium2,1663000
26000,large1,2704000
26000,large2,0
26100,small 1,1803000
26100,small 2,1803000
26100,small 3,0
26100,small 4,0
26100,medium1,1663000
26100,medium2,1663000
26100,large1,2704000
26100,large2,0
26200,small 1,1803000
26200,small 2,1803000
26200,small 3,0
26200,small 4,0
26200,medium1,1663000
26200,medium2,1663000
26200,large1,2704000
26200,large2,0
26300,small 1,1803000
26300,small 2,1803000
26300,small 3,0
26300,small 4,0
26300,medium1,1663000
26300,medium2,1663000
26300,large1,2704000
26300,large2,0
26400,small 1,1598000
26400,small 2,0
26400,small 3,0
26400,small 4,0
26400,medium1,1663000
26400,medium2,1663000
26400,large1,2507000
26400,large2,0
26500,small 1,1803000
26500,small 2,1803000
26500,small 3,1803000
26500,small 4,0
26500,medium1,553000
26500,medium2,0
26500,large1,2401000
26500,large2,0
26600,small 1,1803000
26600,small 2,1803000
26600,small 3,1803000
26600,small 4,0
26600,medium1,553000
26600,medium2,0
26600,large1,2401000
26600,large2,0
26700,small 1,1803000
26700,small 2,1803000
26700,small 3,1803000
26700,small 4,0
26700,medium1,553000
26700,medium2,0
26700,large1,2401000
26700,large2,0
26800,small 1,1598000
26800,small 2,0
26800,small 3,0
26800,small 4,0
26800,medium1,1663000
26800,medium2,1663000
26800,large1,2507000
26800,large2,0
26900,small 1,1803000
26900,small 2,1803000
26900,small 3,0
26900,small 4,0
26900,medium1,1663000
26900,medium2,1663000
26900,large1,2704000
26900,large2,0
27000,small 1,1803000
27000,small 2,1803000
27000,small 3,0
27000,small 4,0
27000,medium1,1663000
27000,medium2,1663000
27000,large1,2704000
27000,large2,0
27100,small 1,1803000
27100,small 2,1803000
27100,small 3,0
27100,small 4,0
27100,medium1,1663000
27100,medium2,1663000
27100,large1,2704000
27100,large2,0
27200,small 1,1803000
27200,small 2,1803000
27200,small 3,0
27200,small 4,0
27200,medium1,1663000
27200,medium2,1663000
27200,large1,2704000
27200,large2,0
27300,small 1,1803000
27300,small 2,1803000
27300,small 3,0
27300,small 4,0
27300,medium1,1663000
27300,medium2,1663000
27300,large1,2704000
27300,large2,0
27400,small 1,1803000
27400,small 2,1803000
27400,small 3,0
27400,small 4,0
27400,medium1,1663000
27400,medium2,1663000
27400,large1,2704000
27400,large2,0
27500,small 1,1803000
27500,small 2,1803000
27500,small 3,0
27500,small 4,0
27500,medium1,1663000
27500,medium2,1663000
27500,large1,2704000
27500,large2,0
27600,small 1,1803000
27600,small 2,1803000
27600,small 3,0
27600,small 4,0
27600,medium1,1663000
27600,medium2,1663000
27600,large1,2704000
27600,large2,0
27700,small 1,1803000
27700,small 2,1803000
27700,small 3,0
27700,small 4,0
27700,medium1,1663000
27700,medium2,1663000
27700,large1,2704000
27700,large2,0
27800,small 1,1803000
27800,small 2,1803000
27800,small 3,0
27800,small 4,0
27800,medium1,1663000
27800,medium2,1663000
27800,large1,2704000
27800,large2,0
27900,small 1,1803000
27900,small 2,1803000
27900,small 3,0
27900,small 4,0
27900,medium1,1663000
27900,medium2,1663000
27900,large1,2704000
27900,large2,0
28000,small 1,1803000
28000,small 2,1803000
28000,small 3,0
28000,small 4,0
28000,medium1,1663000
28000,medium2,1663000
28000,large1,2704000
28000,large2,0
28100,small 1,1803000
28100,small 2,1803000
28100,small 3,0
28100,small 4,0
28100,medium1,1663000
28100,medium2,1663000
28100,large1,2704000
28100,large2,0
28200,small 1,1803000
28200,small 2,1803000
28200,small 3,0
28200,small 4,0
28200,medium1,1663000
28200,medium2,1663000
28200,large1,2704000
28200,large2,0
28300,small 1,1803000
28300,small 2,1803000
28300,small 3,0
28300,small 4,0
28300,medium1,1663000
28300,medium2,1663000
28300,large1,2704000
28300,large2,0
28400,small 1,1803000
28400,small 2,1803000
28400,small 3,0
28400,small 4,0
28400,medium1,1663000
28400,medium2,1663000
28400,large1,2704000
28400,large2,0
28500,small 1,1803000
28500,small 2,1803000
28500,small 3,0
28500,small 4,0
28500,medium1,1663000
28500,medium2,1663000
28500,large1,2704000
28500,large2,0
28600,small 1,1803000
28600,small 2,1803000
28600,small 3,0
28600,small 4,0
28600,medium1,1663000
28600,medium2,1663000
28600,large1,2704000
28600,large2,0
28700,small 1,1803000
28700,small 2,1803000
28700,small 3,0
28700,small 4,0
28700,medium1,1663000
28700,medium2,1663000
28700,large1,2704000
28700,large2,0
28800,small 1,1803000
28800,small 2,1803000
28800,small 3,0
28800,small 4,0
28800,medium1,1663000
28800,medium2,1663000
28800,large1,2704000
28800,large2,0
28900,small 1,1803000
28900,small 2,1803000
28900,small 3,0
28900,small 4,0
28900,medium1,1663000
28900,medium2,1663000
28900,large1,2704000
28900,large2,0
29000,small 1,1803000
29000,small 2,1803000
29000,small 3,0
29000,small 4,0
29000,medium1,1663000
29000,medium2,1663000
29000,large1,2704000
29000,large2,0
29100,small 1,1803000
29100,small 2,1803000
29100,small 3,0
29100,small 4,0
29100,medium1,1663000
29100,medium2,1663000
29100,large1,2704000
29100,large2,0
29200,small 1,1803000
29200,small 2,1803000
29200,small 3,0
29200,small 4,0
29200,medium1,1663000
29200,medium2,1663000
29200,large1,2704000
29200,large2,0
29300,small 1,1803000
29300,small 2,1803000
29300,small 3,0
29300,small 4,0
29300,medium1,1663000
29300,medium2,1663000
29300,large1,2704000
29300,large2,0
29400,small 1,1803000
29400,small 2,1803000
29400,small 3,0
29400,small 4,0
29400,medium1,1663000
29400,medium2,1663000
29400,large1,2704000
29400,large2,0
29500,small 1,1803000
29500,small 2,1803000
29500,small 3,0
29500,small 4,0
29500,medium1,1663000
29500,medium2,1663000
29500,large1,2704000
29500,large2,0
29600,small 1,1803000
29600,small 2,1803000
29600,small 3,0
29600,small 4,0
29600,medium1,1663000
29600,medium2,1663000
29600,large1,2704000
29600,large2,0
29700,small 1,1803000
29700,small 2,1803000
29700,small 3,0
29700,small 4,0
29700,medium1,1663000
29700,medium2,1663000
29700,large1,2704000
29700,large2,0
29800,small 1,1803000
29800,small 2,1803000
29800,small 3,0
29800,small 4,0
29800,medium1,1663000
29800,medium2,1663000
29800,large1,2704000
29800,large2,0
29900,small 1,1803000
29900,small 2,1803000
29900,small 3,0
29900,small 4,0
29900,medium1,1663000
29900,medium2,1663000
29900,large1,2704000
29900,large2,0
30000,small 1,1803000
30000,small 2,1803000
30000,small 3,0
30000,small 4,0
30000,medium1,1663000
30000,medium2,1663000
30000,large1,2704000
30000,large2,0
30100,small 1,1803000
30100,small 2,1803000
30100,small 3,0
30100,small 4,0
30100,medium1,1663000
30100,medium2,1663000
30100,large1,2704000
30100,large2,0
30200,small 1,1803000
30200,small 2,1803000
30200,small 3,0
30200,small 4,0
30200,medium1,1663000
30200,medium2,1663000
30200,large1,2704000
30200,large2,0
30300,small 1,1803000
30300,small 2,1803000
30300,small 3,0
30300,small 4,0
30300,medium1,1663000
30300,medium2,1663000
30300,large1,2704000
30300,large2,0
30400,small 1,1803000
30400,small 2,1803000
30400,small 3,0
30400,small 4,0
30400,medium1,1663000
30400,medium2,1663000
30400,large1,2704000
30400,large2,0
30500,small 1,1803000
30500,small 2,1803000
30500,small 3,0
30500,small 4,0
30500,medium1,1663000
30500,medium2,1663000
30500,large1,2704000
30500,large2,0
30600,small 1,1803000
30600,small 2,1803000
30600,small 3,0
30600,small 4,0
30600,medium1,1663000
30600,medium2,1663000
30600,large1,2704000
30600,large2,0
30700,small 1,1803000
30700,small 2,1803000
30700,small 3,0
30700,small 4,0
30700,medium1,1663000
30700,medium2,1663000
30700,large1,2704000
30700,large2,0
30800,small 1,1803000
30800,small 2,1803000
30800,small 3,0
30800,small 4,0
30800,medium1,1663000
30800,medium2,1663000
30800,large1,2704000
30800,large2,0
30900,small 1,1803000
30900,small 2,1803000
30900,small 3,0
30900,small 4,0
30900,medium1,1663000
30900,medium2,1663000
30900,large1,2704000
30900,large2,0
31000,small 1,1803000
31000,small 2,1803000
31000,small 3,0
31000,small 4,0
31000,medium1,1663000
31000,medium2,1663000
31000,large1,2704000
31000,large2,0
31100,small 1,1803000
31100,small 2,1803000
31100,small 3,0
31100,small 4,0
31100,medium1,1663000
31100,medium2,1663000
31100,large1,2704000
31100,large2,0
31200,small 1,1803000
31200,small 2,1803000
31200,small 3,0
31200,small 4,0
31200,medium1,1663000
31200,medium2,1663000
31200,large1,2704000
31200,large2,0
31300,small 1,1803000
31300,small 2,1803000
31300,small 3,0
31300,small 4,0
31300,medium1,1663000
31300,medium2,1663000
31300,large1,2704000
31300,large2,0
31400,small 1,1803000
31400,small 2,1803000
31400,small 3,0
31400,small 4,0
31400,medium1,1663000
31400,medium2,1663000
31400,large1,2704000
31400,large2,0
31500,small 1,1803000
31500,small 2,1803000
31500,small 3,0
31500,small 4,0
31500,medium1,1663000
31500,medium2,1663000
31500,large1,2704000
31500,large2,0
31600,small 1,1803000
31600,small 2,1803000
31600,small 3,0
31600,small 4,0
31600,medium1,1663000
31600,medium2,1663000
31600,large1,2704000
31600,large2,0
31700,small 1,1803000
31700,small 2,1803000
31700,small 3,0
31700,small 4,0
31700,medium1,1663000
31700,medium2,1663000
31700,large1,2704000
31700,large2,0
31800,small 1,1803000
31800,small 2,1803000
31800,small 3,0
31800,small 4,0
31800,medium1,1663000
31800,medium2,1663000
31800,large1,2704000
31800,large2,0
31900,small 1,1803000
31900,small 2,1803000
31900,small 3,0
31900,small 4,0
31900,medium1,1663000
31900,medium2,1663000
31900,large1,2704000
31900,large2,0
32000,small 1,1803000
32000,small 2,1803000
32000,small 3,0
32000,small 4,0
32000,medium1,1663000
32000,medium2,1663000
32000,large1,2704000
32000,large2,0
32100,small 1,1803000
32100,small 2,1803000
32100,small 3,0
32100,small 4,0
32100,medium1,1663000
32100,medium2,1663000
32100,large1,2704000
32100,large2,0
32200,small 1,1803000
32200,small 2,1803000
32200,small 3,0
32200,small 4,0
32200,medium1,1663000
32200,medium2,1663000
32200,large1,2704000
32200,large2,0
32300,small 1,1803000
32300,small 2,1803000
32300,small 3,0
32300,small 4,0
32300,medium1,1663000
32300,medium2,1663000
32300,large1,2704000
32300,large2,0
32400,small 1,1803000
32400,small 2,1803000
32400,small 3,0
32400,small 4,0
32400,medium1,1663000
32400,medium2,1663000
32400,large1,2704000
32400,large2,0
32500,small 1,1803000
32500,small 2,1803000
32500,small 3,0
32500,small 4,0
32500,medium1,1663000
32500,medium2,1663000
32500,large1,2704000
32500,large2,0
32600,small 1,1803000
32600,small 2,1803000
32600,small 3,0
32600,small 4,0
32600,medium1,1663000
32600,medium2,1663000
32600,large1,2704000
32600,large2,0
32700,small 1,1803000
32700,small 2,1803000
32700,small 3,0
32700,small 4,0
32700,medium1,1663000
32700,medium2,1663000
32700,large1,2704000
32700,large2,0
32800,small 1,1803000
32800,small 2,1803000
32800,small 3,0
32800,small 4,0
32800,medium1,1663000
32800,medium2,1663000
32800,large1,2704000
32800,large2,0
32900,small 1,1803000
32900,small 2,1803000
32900,small 3,0
32900,small 4,0
32900,medium1,1663000
32900,medium2,1663000
32900,large1,2704000
32900,large2,0
33000,small 1,1803000
33000,small 2,1803000
33000,small 3,0
33000,small 4,0
33000,medium1,1663000
33000,medium2,1663000
33000,large1,2704000
33000,large2,0
33100,small 1,1803000
33100,small 2,1803000
33100,small 3,0
33100,small 4,0
33100,medium1,1663000
33100,medium2,1663000
33100,large1,2704000
33100,large2,0
33200,small 1,1803000
33200,small 2,1803000
33200,small 3,0
33200,small 4,0
33200,medium1,1663000
33200,medium2,1663000
33200,large1,2704000
33200,large2,0
33300,small 1,1803000
33300,small 2,1803000
33300,small 3,0
33300,small 4,0
33300,medium1,1663000
33300,medium2,1663000
33300,large1,2704000
33300,large2,0
33400,small 1,1803000
33400,small 2,1803000
33400,small 3,0
33400,small 4,0
33400,medium1,1663000
33400,medium2,1663000
33400,large1,2704000
33400,large2,0
33500,small 1,1803000
33500,small 2,1803000
33500,small 3,0
33500,small 4,0
33500,medium1,1663000
33500,medium2,1663000
33500,large1,2704000
33500,large2,0
33600,small 1,1803000
33600,small 2,1803000
33600,small 3,0
33600,small 4,0
33600,medium1,1663000
33600,medium2,1663000
33600,large1,2704000
33600,large2,0
33700,small 1,1803000
33700,small 2,1803000
33700,small 3,0
33700,small 4,0
33700,medium1,1663000
33700,medium2,1663000
33700,large1,2704000
33700,large2,0
33800,small 1,1803000
33800,small 2,1803000
33800,small 3,0
33800,small 4,0
33800,medium1,1663000
33800,medium2,1663000
33800,large1,2704000
33800,large2,0
33900,small 1,1803000
33900,small 2,1803000
33900,small 3,0
33900,small 4,0
33900,medium1,1663000
33900,medium2,1663000
33900,large1,2704000
33900,large2,0
34000,small 1,1803000
34000,small 2,1803000
34000,small 3,0
34000,small 4,0
34000,medium1,1663000
34000,medium2,1663000
34000,large1,2704000
34000,large2,0
34100,small 1,1803000
34100,small 2,1803000
34100,small 3,0
34100,small 4,0
34100,medium1,1663000
34100,medium2,1663000
34100,large1,2704000
34100,large2,0
34200,small 1,1803000
34200,small 2,1803000
34200,small 3,0
34200,small 4,0
34200,medium1,1663000
34200,medium2,1663000
34200,large1,2704000
34200,large2,0
34300,small 1,1803000
34300,small 2,1803000
34300,small 3,0
34300,small 4,0
34300,medium1,1663000
34300,medium2,1663000
34300,large1,2704000
34300,large2,0
34400,small 1,1803000
34400,small 2,1803000
34400,small 3,0
34400,small 4,0
34400,medium1,1663000
34400,medium2,1663000
34400,large1,2704000
34400,large2,0
34500,small 1,1803000
34500,small 2,1803000
34500,small 3,0
34500,small 4,0
34500,medium1,1663000
34500,medium2,1663000
34500,large1,2704000
34500,large2,0
34600,small 1,1803000
34600,small 2,1803000
34600,small 3,0
34600,small 4,0
34600,medium1,1663000
34600,medium2,1663000
34600,large1,2704000
34600,large2,0
34700,small 1,1803000
34700,small 2,1803000
34700,small 3,0
34700,small 4,0
34700,medium1,1663000
34700,medium2,1663000
34700,large1,2704000
34700,large2,0
34800,small 1,1803000
34800,small 2,1803000
34800,small 3,0
34800,small 4,0
34800,medium1,1663000
34800,medium2,1663000
34800,large1,2704000
34800,large2,0
34900,small 1,1803000
34900,small 2,1803000
34900,small 3,0
34900,small 4,0
34900,medium1,1663000
34900,medium2,1663000
34900,large1,2704000
34900,large2,0
35000,small 1,1803000
35000,small 2,1803000
35000,small 3,0
35000,small 4,0
35000,medium1,1663000
35000,medium2,1663000
35000,large1,2704000
35000,large2,0
35100,small 1,1803000
35100,small 2,1803000
35100,small 3,0
35100,small 4,0
35100,medium1,1663000
35100,medium2,1663000
35100,large1,2704000
35100,large2,0
35200,small 1,1803000
35200,small 2,1803000
35200,small 3,0
35200,small 4,0
35200,medium1,1663000
35200,medium2,1663000
35200,large1,2704000
35200,large2,0
35300,small 1,1803000
35300,small 2,1803000
35300,small 3,0
35300,small 4,0
35300,medium1,1663000
35300,medium2,1663000
35300,large1,2704000
35300,large2,0
35400,small 1,1803000
35400,small 2,1803000
35400,small 3,0
35400,small 4,0
35400,medium1,1663000
35400,medium2,1663000
35400,large1,2704000
35400,large2,0
35500,small 1,1803000
35500,small 2,1803000
35500,small 3,0
35500,small 4,0
35500,medium1,1663000
35500,medium2,1663000
35500,large1,2704000
35500,large2,0
35600,small 1,1803000
35600,small 2,1803000
35600,small 3,0
35600,small 4,0
35600,medium1,1663000
35600,medium2,1663000
35600,large1,2704000
35600,large2,0
35700,small 1,1803000
35700,small 2,1803000
35700,small 3,0
