Time (MS),Core Type,Frequency
48800,medium1,1663000
48900,medium1,1663000
49000,medium1,1663000
49100,medium1,1663000
49200,medium1,2130000
49300,medium1,1836000
49400,medium1,2130000
49500,medium1,553000
49600,medium1,553000
49700,medium1,1663000
49800,medium1,1663000
49900,medium1,1663000
50000,medium1,1663000
50100,medium1,1663000
50200,medium1,1663000
50300,medium1,1663000
50400,medium1,1663000
50500,medium1,1663000
50600,medium1,1663000
50700,medium1,1663000
50800,medium1,1663000
50900,medium1,1663000
51000,medium1,1663000
51100,medium1,1663000
51200,medium1,1663000
51300,medium1,1663000
51400,medium1,1663000
51500,medium1,1663000
51600,medium1,1663000
51700,medium1,1663000
51800,medium1,1663000
51900,medium1,1663000
52000,medium1,1663000
52100,medium1,1663000
52200,medium1,1663000
52300,medium1,1663000
52400,medium1,1663000
52500,medium1,1663000
52600,medium1,1663000
52700,medium1,1663000
52800,medium1,1663000
52900,medium1,1663000
53000,medium1,1663000
53100,medium1,1663000
53200,medium1,1663000
53300,medium1,1663000
53400,medium1,1663000
53500,medium1,1663000
53600,medium1,1663000
53700,medium1,1663000
53800,medium1,1663000
53900,medium1,1663000
54000,medium1,1663000
54100,medium1,1663000
54200,medium1,1663000
54300,medium1,1663000
54400,medium1,1663000
