Time (MS),Core Type,Frequency
40100,small 2,1803000
40200,small 2,1803000
40300,small 2,1803000
40400,small 2,1803000
40500,small 2,1803000
40600,small 2,1803000
40700,small 2,1803000
40800,small 2,1803000
40900,small 2,1803000
41000,small 2,1803000
41100,small 2,1803000
41200,small 2,1803000
41300,small 2,1803000
41400,small 2,1803000
41500,small 2,1803000
41600,small 2,1803000
41700,small 2,1803000
41800,small 2,1803000
41900,small 2,1803000
42000,small 2,1803000
42100,small 2,1803000
42200,small 2,1803000
42300,small 2,1803000
42400,small 2,1803000
42500,small 2,1803000
42600,small 2,1803000
42700,small 2,1803000
42800,small 2,1803000
42900,small 2,1803000
43000,small 2,1803000
43100,small 2,1803000
43200,small 2,1803000
43300,small 2,1803000
43400,small 2,1803000
43500,small 2,1803000
43600,small 2,1803000
43700,small 2,1803000
43800,small 2,1803000
43900,small 2,1803000
44000,small 2,1803000
44100,small 2,1803000
44200,small 2,1803000
44300,small 2,1803000
44400,small 2,1803000
44500,small 2,1803000
44600,small 2,1803000
44700,small 2,1803000
44800,small 2,1803000
44900,small 2,1803000
45000,small 2,1803000
45100,small 2,1803000
45200,small 2,1803000
45300,small 2,1803000
45400,small 2,1803000
45500,small 2,1803000
45600,small 2,1803000
45700,small 2,1803000
45800,small 2,1803000
45900,small 2,1803000
46000,small 2,1803000
46100,small 2,1803000
46200,small 2,1803000
46300,small 2,1803000
46400,small 2,1803000
46500,small 2,1803000
46600,small 2,1803000
46700,small 2,1803000
46800,small 2,1803000
46900,small 2,1803000
47000,small 2,1803000
47100,small 2,1803000
47200,small 2,1803000
47300,small 2,1803000
47400,small 2,1803000
47500,small 2,1803000
47600,small 2,1803000
47700,small 2,1803000
47800,small 2,1803000
47900,small 2,1803000
48000,small 2,1803000
48100,small 2,1803000
48200,small 2,1803000
48300,small 2,1803000
48400,small 2,1803000
48500,small 2,1803000
48600,small 2,1803000
48700,small 2,1803000
48800,small 2,1803000
48900,small 2,1803000
49000,small 2,1803000
49100,small 2,930000
49200,small 2,1328000
49300,small 2,300000
49400,small 2,1328000
49500,small 2,1803000
49600,small 2,1803000
49700,small 2,0
49800,small 2,1803000
49900,small 2,1803000
50000,small 2,1803000
50100,small 2,1803000
50200,small 2,1803000
50300,small 2,1803000
50400,small 2,1803000
50500,small 2,1803000
50600,small 2,1803000
50700,small 2,1803000
50800,small 2,1803000
50900,small 2,1803000
51000,small 2,1803000
51100,small 2,1803000
51200,small 2,1803000
51300,small 2,1803000
51400,small 2,1803000
51500,small 2,1803000
51600,small 2,1803000
51700,small 2,1803000
51800,small 2,1803000
51900,small 2,1803000
52000,small 2,1803000
52100,small 2,1803000
52200,small 2,1803000
52300,small 2,1803000
52400,small 2,1803000
52500,small 2,1803000
52600,small 2,1803000
52700,small 2,1803000
52800,small 2,1803000
52900,small 2,1803000
53000,small 2,1803000
53100,small 2,1803000
53200,small 2,1803000
53300,small 2,1803000
53400,small 2,1803000
53500,small 2,1803000
53600,small 2,1803000
53700,small 2,1803000
53800,small 2,1803000
53900,small 2,1803000
54000,small 2,1803000
54100,small 2,1803000
54200,small 2,1803000
54300,small 2,1803000
54400,small 2,1803000
